loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.7006,12.781014442443848,2.9985810673848202e-05,0.001447890423652738,50,,,,,,,,,
2.2153,15.595450401306152,2.9971331769611676e-05,0.002895780847305476,100,,,,,,,,,
1.6859,24.430822372436523,2.9956852865375147e-05,0.004343671270958214,150,,,,,,,,,
1.5363,16.205259323120117,2.9942373961138622e-05,0.005791561694610952,200,,,,,,,,,
1.3181,19.642972946166992,2.9927895056902093e-05,0.00723945211826369,250,,,,,,,,,
1.1488,13.648212432861328,2.9913416152665567e-05,0.008687342541916427,300,,,,,,,,,
1.2576,15.448871612548828,2.9898937248429038e-05,0.010135232965569166,350,,,,,,,,,
1.1033,19.618772506713867,2.9884458344192512e-05,0.011583123389221904,400,,,,,,,,,
1.069,12.734884262084961,2.9869979439955983e-05,0.013031013812874642,450,,,,,,,,,
1.0333,17.710037231445312,2.9855500535719458e-05,0.01447890423652738,500,,,,,,,,,
0.9479,15.710588455200195,2.984102163148293e-05,0.015926794660180116,550,,,,,,,,,
0.9444,13.411725044250488,2.9826542727246403e-05,0.017374685083832855,600,,,,,,,,,
1.012,20.184152603149414,2.9812063823009874e-05,0.018822575507485593,650,,,,,,,,,
0.8929,11.262039184570312,2.979758491877335e-05,0.02027046593113833,700,,,,,,,,,
0.9558,17.6600399017334,2.978310601453682e-05,0.02171835635479107,750,,,,,,,,,
0.9438,13.889976501464844,2.976862711030029e-05,0.023166246778443807,800,,,,,,,,,
0.8322,14.57780933380127,2.9754148206063765e-05,0.024614137202096546,850,,,,,,,,,
0.8521,16.711355209350586,2.9739669301827236e-05,0.026062027625749284,900,,,,,,,,,
0.856,12.512574195861816,2.972519039759071e-05,0.027509918049402022,950,,,,,,,,,
0.8234,20.070871353149414,2.971071149335418e-05,0.02895780847305476,1000,,,,,,,,,
0.8337,14.125847816467285,2.9696232589117655e-05,0.0304056988967075,1050,,,,,,,,,
0.7653,11.338809967041016,2.9681753684881126e-05,0.03185358932036023,1100,,,,,,,,,
0.8199,10.3704195022583,2.96672747806446e-05,0.03330147974401297,1150,,,,,,,,,
0.7653,16.840559005737305,2.965279587640807e-05,0.03474937016766571,1200,,,,,,,,,
0.8025,12.773686408996582,2.9638316972171546e-05,0.03619726059131845,1250,,,,,,,,,
0.8634,11.65282917022705,2.9623838067935017e-05,0.037645151014971186,1300,,,,,,,,,
0.7756,17.10601043701172,2.960935916369849e-05,0.039093041438623924,1350,,,,,,,,,
0.8385,19.287261962890625,2.9594880259461962e-05,0.04054093186227666,1400,,,,,,,,,
0.8335,14.913742065429688,2.9580401355225437e-05,0.0419888222859294,1450,,,,,,,,,
0.8801,22.38160514831543,2.9565922450988908e-05,0.04343671270958214,1500,,,,,,,,,
0.8052,12.734455108642578,2.9551443546752382e-05,0.04488460313323488,1550,,,,,,,,,
0.7438,5.228954315185547,2.9536964642515853e-05,0.046332493556887615,1600,,,,,,,,,
0.8227,14.079697608947754,2.9522485738279327e-05,0.04778038398054035,1650,,,,,,,,,
0.8427,11.625651359558105,2.95080068340428e-05,0.04922827440419309,1700,,,,,,,,,
0.7514,13.183466911315918,2.9493527929806276e-05,0.05067616482784583,1750,,,,,,,,,
0.7693,16.145973205566406,2.9479049025569747e-05,0.05212405525149857,1800,,,,,,,,,
0.7661,15.115656852722168,2.946457012133322e-05,0.053571945675151306,1850,,,,,,,,,
0.7901,24.875356674194336,2.9450091217096692e-05,0.055019836098804044,1900,,,,,,,,,
0.754,12.98084831237793,2.9435612312860167e-05,0.05646772652245678,1950,,,,,,,,,
0.7599,12.6378173828125,2.9421133408623638e-05,0.05791561694610952,2000,,,,,,,,,
0.7274,25.21874237060547,2.940665450438711e-05,0.05936350736976226,2050,,,,,,,,,
0.7958,10.709366798400879,2.9392175600150583e-05,0.060811397793415,2100,,,,,,,,,
0.7131,13.579853057861328,2.9377696695914054e-05,0.062259288217067735,2150,,,,,,,,,
0.6985,8.259880065917969,2.9363217791677528e-05,0.06370717864072047,2200,,,,,,,,,
0.7057,10.577427864074707,2.9348738887441e-05,0.06515506906437321,2250,,,,,,,,,
0.7637,13.37992000579834,2.9334259983204474e-05,0.06660295948802594,2300,,,,,,,,,
0.7279,15.45533275604248,2.9319781078967945e-05,0.06805084991167869,2350,,,,,,,,,
0.712,9.948997497558594,2.930530217473142e-05,0.06949874033533142,2400,,,,,,,,,
0.7177,7.207827091217041,2.929082327049489e-05,0.07094663075898416,2450,,,,,,,,,
0.7794,14.925448417663574,2.9276344366258364e-05,0.0723945211826369,2500,,,,,,,,,
0.6614,14.637907028198242,2.9261865462021835e-05,0.07384241160628964,2550,,,,,,,,,
0.6513,12.270391464233398,2.924738655778531e-05,0.07529030202994237,2600,,,,,,,,,
0.6598,18.677885055541992,2.923290765354878e-05,0.07673819245359512,2650,,,,,,,,,
0.8197,8.0498628616333,2.9218428749312255e-05,0.07818608287724785,2700,,,,,,,,,
0.6586,15.959107398986816,2.9203949845075726e-05,0.07963397330090059,2750,,,,,,,,,
0.7071,9.060750007629395,2.91894709408392e-05,0.08108186372455332,2800,,,,,,,,,
0.6774,7.948895454406738,2.917499203660267e-05,0.08252975414820607,2850,,,,,,,,,
0.6293,13.90735149383545,2.9160513132366146e-05,0.0839776445718588,2900,,,,,,,,,
0.7499,12.025023460388184,2.9146034228129617e-05,0.08542553499551155,2950,,,,,,,,,
0.6992,9.8612642288208,2.913155532389309e-05,0.08687342541916428,3000,,,,,,,,,
0.6674,18.766437530517578,2.9117076419656562e-05,0.08832131584281702,3050,,,,,,,,,
0.7233,16.508113861083984,2.9102597515420036e-05,0.08976920626646975,3100,,,,,,,,,
0.6474,15.589742660522461,2.9088118611183507e-05,0.0912170966901225,3150,,,,,,,,,
0.6642,9.695789337158203,2.907363970694698e-05,0.09266498711377523,3200,,,,,,,,,
0.7182,11.703805923461914,2.9059160802710453e-05,0.09411287753742796,3250,,,,,,,,,
0.6828,11.801484107971191,2.9044681898473924e-05,0.0955607679610807,3300,,,,,,,,,
0.6282,18.16751480102539,2.9030202994237398e-05,0.09700865838473344,3350,,,,,,,,,
0.6582,8.20076847076416,2.901572409000087e-05,0.09845654880838618,3400,,,,,,,,,
0.6126,11.020630836486816,2.9001245185764343e-05,0.09990443923203891,3450,,,,,,,,,
0.669,8.207908630371094,2.8986766281527814e-05,0.10135232965569166,3500,,,,,,,,,
0.6208,16.422901153564453,2.897228737729129e-05,0.10280022007934439,3550,,,,,,,,,
0.6195,12.448485374450684,2.895780847305476e-05,0.10424811050299713,3600,,,,,,,,,
0.6293,10.840936660766602,2.8943329568818234e-05,0.10569600092664987,3650,,,,,,,,,
0.646,19.776283264160156,2.8928850664581705e-05,0.10714389135030261,3700,,,,,,,,,
0.6613,14.916548728942871,2.891437176034518e-05,0.10859178177395534,3750,,,,,,,,,
0.6191,19.680749893188477,2.889989285610865e-05,0.11003967219760809,3800,,,,,,,,,
0.6614,13.70682430267334,2.8885413951872125e-05,0.11148756262126082,3850,,,,,,,,,
0.6979,19.870758056640625,2.8870935047635595e-05,0.11293545304491356,3900,,,,,,,,,
0.6142,14.847267150878906,2.885645614339907e-05,0.1143833434685663,3950,,,,,,,,,
0.7084,15.422342300415039,2.884197723916254e-05,0.11583123389221904,4000,,,,,,,,,
0.659,11.811788558959961,2.8827498334926015e-05,0.11727912431587177,4050,,,,,,,,,
0.7274,11.226576805114746,2.8813019430689486e-05,0.11872701473952452,4100,,,,,,,,,
0.6391,6.060329914093018,2.879854052645296e-05,0.12017490516317725,4150,,,,,,,,,
0.6272,9.006011962890625,2.878406162221643e-05,0.12162279558683,4200,,,,,,,,,
0.6595,15.443588256835938,2.8769582717979906e-05,0.12307068601048272,4250,,,,,,,,,
0.7374,14.87208366394043,2.8755103813743377e-05,0.12451857643413547,4300,,,,,,,,,
0.6659,12.24726390838623,2.874062490950685e-05,0.1259664668577882,4350,,,,,,,,,
0.6278,11.398626327514648,2.8726146005270322e-05,0.12741435728144093,4400,,,,,,,,,
0.6584,15.634220123291016,2.8711667101033796e-05,0.1288622477050937,4450,,,,,,,,,
0.6232,22.244489669799805,2.8697188196797267e-05,0.13031013812874642,4500,,,,,,,,,
0.6234,14.296133995056152,2.868270929256074e-05,0.13175802855239915,4550,,,,,,,,,
0.6797,15.764162063598633,2.8668230388324213e-05,0.13320591897605188,4600,,,,,,,,,
0.6629,6.406783103942871,2.8653751484087684e-05,0.13465380939970464,4650,,,,,,,,,
0.6398,12.660257339477539,2.8639272579851158e-05,0.13610169982335737,4700,,,,,,,,,
